2022-01-04,webpage,shortName,totalDebt,totalRevenue,totalCash,debtToEquity,revenueGrowth,operatingMargins,beta,currency,regularMarketPrice,sharesOutstanding,marketCap,industry,sector,country,longBusinessSummary,marketDebtToEquity,betaTax,unleveredBeta
TMDX,quote_summary,"TransMedics Group, Inc.",35058000.0,28221000.0,102855000.0,44.632,-0.243,-1.2046299999999999,1.7682060000000002,USD,20.35,27768300,589881408.0,Medical Devices,Healthcare,United States,"TransMedics Group, Inc., a commercial-stage medical technology company, engages in transforming organ transplant therapy for end-stage organ failure patients in the United States and internationally. The company offers Organ Care System (OCS), a portable organ perfusion, optimization, and monitoring system that utilizes its proprietary and customized technology to replicate near-physiologic conditions for donor organs outside of the human body. Its Organ Care System includes OCS LUNG, a portable perfusion, ventilation, and monitoring system that maintains the organ at a near-physiologic state allowing physicians to assess and improve the condition of lungs between the donor and recipient sites; OCS Heart, a portable, warm perfusion, and monitoring system designed to keep a donor heart at a human-like, metabolically active state; and OCS Liver, a system that is evaluated in clinical trials for utilized and unutilized donor livers. TransMedics Group, Inc. was founded in 1998 and is headquartered in Andover, Massachusetts.",0.05943228507381606,0.24,1.6917903074820617
GM,quote_summary,General Motors Company,109928000000.0,130938000000.0,19040000000.0,182.238,-0.245,0.09523,1.186493,USD,61.17,1451859968,88810274816.0,Auto Manufacturers,Consumer Cyclical,United States,"General Motors Company designs, builds, and sells cars, trucks, crossovers, and automobile parts worldwide. The company operates through GM North America, GM International, Cruise, and GM Financial segments. It markets its vehicles primarily under the Buick, Cadillac, Chevrolet, GMC, Holden, Baojun, and Wuling brand names. The company also sells trucks, crossovers, and cars to dealers for consumer retail sales, as well as to fleet customers, including daily rental car companies, commercial fleet customers, leasing companies, and governments. In addition, it offers safety and security services for retail and fleet customers, including automatic crash response, emergency services, roadside assistance, crisis assist, stolen vehicle assistance, and turn-by-turn navigation, as well as connected services comprising mobile applications for owners to remotely control their vehicles and electric vehicle owners to locate charging stations, on-demand vehicle diagnostics, smart driver, marketplace in-vehicle commerce, connected navigation, SiriusXM with 360L, and 4G LTE wireless connectivity. Further, the company provides automotive financing services; and operates an online store. General Motors Company was founded in 1908 and is headquartered in Detroit, Michigan.",1.2377847070933221,0.24,0.6113685718441283
VXRT,quote_summary,"Vaxart, Inc. - Common Stock",12742000.0,1174000.0,187668992.0,6.2170000000000005,-0.245,-52.724019999999996,0.34018000000000004,USD,6.64,125496000,833293440.0,Biotechnology,Healthcare,United States,"Vaxart, Inc., a clinical-stage biotechnology company, engages in the discovery and development of oral recombinant protein vaccines based on its proprietary oral vaccine platform. The company's product pipeline includes norovirus vaccine, an oral tablet vaccine, which is in a Phase Ib clinical trial with bivalent oral tablet vaccine for the GI.1 and GII.4 norovirus strains; seasonal influenza vaccine, which is in Phase II clinical trial for the treatment of H1 influenza infection; respiratory syncytial virus vaccine; and coronavirus vaccine, which completed Phase I clinical trial for the treatment of SARS-CoV-2 infection. It is also developing therapeutic vaccines for cervical cancer and dysplasia caused by human papillomavirus. Vaxart, Inc. has a research collaboration agreement with Janssen Vaccines & Prevention B.V. (Janssen) to evaluate the company's proprietary oral vaccine platform for the Janssen universal influenza vaccine program. The company is headquartered in South San Francisco, California.",0.015291132017071921,0.24,0.3362720944477086
RVI,quote_summary,Retail Value Inc.,0.0,156662000.0,460948992.0,,-0.24600000000000002,0.19951001,1.35238,USD,6.42,21117200,135572432.0,REIT—Retail,Real Estate,United States,RVI is an independent publicly traded company trading under the ticker symbol ÂRVIÂ on the New York Stock Exchange. RVI holds assets in the continental U.S. and Puerto Rico and is managed by one or more subsidiaries of SITE Centers Corp. RVI focuses on realizing value in its business through operations and sales of its assets.,0.0,0.24,1.35238
FOA,quote_summary,Finance of America Companies In,9590701056.0,1889316992.0,246728992.0,394.32599999999996,-0.248,0.18842,0.184552,USD,4.02,58936700,236925536.0,Credit Services,Financial Services,United States,"Finance of America Companies Inc. operates a consumer lending platform in the United States. The company provides home loans, reverse mortgages, commercial loans, lender services, and capital management. The company was founded in 2013 and is based in Irving, Texas.",40.47981158096863,0.24,0.005809979347583411
PFSI,quote_summary,"PennyMac Financial Services, In",14957964288.0,3902093056.0,906481024.0,426.846,-0.249,0.44979998,1.182337,USD,70.1,59029200,4137946880.0,Mortgage Finance,Financial Services,United States,"PennyMac Financial Services, Inc., through its subsidiaries, engages in the mortgage banking and investment management activities in the United States. It operates through three segments: Production, Servicing, and Investment Management. The Production segment is involved in the origination, acquisition, and sale of loans. It sources first-lien residential conventional and government-insured or guaranteed mortgage loans. The Servicing segment engages in the servicing of newly originated loans, and execution and management of early buyout transactions and servicing of loans. It performs loan administration, collection, and default management activities, including the collection and remittance of loan payments; response to customer inquiries; accounting for principal and interest; holding custodial funds for the payment of property taxes and insurance premiums; counseling delinquent borrowers; and supervising foreclosures and property dispositions. The Investment Management segment is involved in sourcing, performing diligence, bidding, and closing investment asset acquisitions; managing correspondent production activities for PennyMac Mortgage Investment Trust; and managing acquired assets. The company was founded in 2008 and is headquartered in Westlake Village, California.",3.6148275272204557,0.24,0.31551965578789193
CMP,quote_summary,Compass Minerals Intl Inc,935400000.0,1514400000.0,18100000.0,319.14,-0.25,0.09548,1.570909,USD,52.46,34057700,1786666880.0,Other Industrial Metals & Mining,Basic Materials,United States,"Compass Minerals International, Inc., produces and sells essential minerals primarily in the United States, Canada, Brazil, the United Kingdom, and internationally. It operates through three segments: Salt, Plant Nutrition North America, and Plant Nutrition South America. The Salt segment offers sodium chloride and magnesium chloride, including rock salt, mechanically and solar evaporated salt, and brine and flake magnesium chloride products; and purchases potassium chloride and calcium chloride to sell as finished products or to blend with salt to produce specialty products. This segment provides products for use as a deicer for roadways, consumer, and professional use; as an ingredient in chemical production; for water treatment, human, and animal nutrition; and for various other consumer and industrial uses, as well as records management services. The Plant Nutrition North America segment offers sulfate of potash specialty fertilizers in various grades, including agricultural products that are used in broadcast spreaders, direct application, and liquid fertilizer solutions; turf products used by the turf and ornamental markets, as well as for blends used on golf course greens; organic products under the Protassium+ brand; and micronutrient products under the Wolf Trax and other brands. This segment provides its products to distributors and retailers of crop inputs, as well as growers. The Plant Nutrition South America segment offers various specialty plant nutrients and supplements; water and wastewater treatment chemicals for cleaning, decontaminating, and purifying water; and process chemicals for industrial use. The company was formerly known as Salt Holdings Corporation and changed its name to Compass Minerals International, Inc. in December 2003. Compass Minerals International, Inc. was founded in 1993 and is headquartered in Overland Park, Kansas.",0.5235447136066014,0.24,1.1237683399775706
RWT,quote_summary,"Redwood Trust, Inc.",11461086208.0,579697024.0,761102016.0,833.035,-0.256,0.61638,0.9548049999999999,USD,13.39,114675000,1535498240.0,REIT—Mortgage,Real Estate,United States,"Redwood Trust, Inc., together with its subsidiaries, operates as a specialty finance company in the United States. The company operates through three segments: Residential Lending, Business Purpose Lending, and Third-Party Investments. The Residential Lending segment operates a mortgage loan conduit that acquires residential loans from third-party originators for subsequent sale, securitization, or transfer to its investment portfolio. This segment also offers derivative financial instruments to manage risks associated with residential loans. The Business Purpose Lending segment operates a platform that originates and acquires business purpose loans, such as single-family rental and bridge loans for subsequent securitization or transfer into its investment portfolio. The Third-Party Investments segment invests in residential mortgage-backed securities issued by third parties, as well as in K-Series multifamily loan securitizations and SLST reperforming loan securitizations. This segment also offers servicer advance, and other residential and multifamily credit investments. The company qualifies as a real estate investment trust (REIT) for federal income tax purposes. As a REIT, it intends to distribute at least 90% of its taxable income as dividends to shareholders. Redwood Trust, Inc. was incorporated in 1994 and is headquartered in Mill Valley, California.",7.464082933758361,0.24,0.14309118744779095
TGI,quote_summary,"Triumph Group, Inc.",1609688960.0,1646868992.0,194122000.0,,-0.258,0.10925,3.1174020000000002,USD,19.43,64611300,1255397632.0,Aerospace & Defense,Industrials,United States,"Triumph Group, Inc. designs, engineers, manufactures, repairs, overhauls, and distributes aerostructures, aircraft components, accessories, subassemblies, and systems worldwide. It operates in two segments, Triumph Systems & Support, and Triumph Aerospace Structures. The company offers aircraft and engine-mounted accessory drives, thermal control systems and components, cargo hooks, high lift actuations, cockpit control levers, hydraulic systems and components, control system valve bodies, landing gear actuation systems, electronic engine controls, landing gear components and assemblies, exhaust nozzles and ducting, main engine gearbox assemblies, geared transmissions and drive train components, main fuel pumps, fuel-metering units, primary and secondary flight control systems, and vibration absorbers. It also provides flight control surfaces, engine nacelles, integrated testing and certification services, empennages, acoustic and thermal insulation systems, composite ducts and floor panels; and fuselage panels, horizontal and vertical tails, and floor grids. In addition, the company offers air cycle machines, blades and vanes, auxiliary power units, constant speed drives, combustors, engine and airframe accessories, stators, flight control surfaces, transition ducts, integrated drive generators, sidewalls, nacelles, light assemblies, remote sensors, overhead bins, thrust reversers, and fuel bladder cells, as well as cabin panes, shades, light lenses, and other components. It serves original equipment manufacturers of commercial, regional, and military aircraft; and aircraft components, as well as business jet and regional airlines, and air cargo carriers. The company was incorporated in 1993 and is headquartered in Berwyn, Pennsylvania.",1.282214430686452,0.24,1.5788447161074346
GEVO,quote_summary,"Gevo, Inc.",90882000.0,1188000.0,301436992.0,16.235,-0.26,-38.30976,3.1870119999999997,USD,4.86,201863008,981054272.0,Specialty Chemicals,Basic Materials,United States,"Gevo, Inc. operates as a renewable fuels company. The company commercializes gasoline, jet fuel, and diesel fuel to achieve zero carbon emissions, and reduce greenhouse gas emissions with sustainable alternatives. Its products also include renewable biodiesel, isooctane, isobutanol, sustainable aviation fuel, isobutylene, ethanol, and animal feed. Gevo, Inc. has a strategic alliance with Axens North America, Inc. for ethanol-to-jet technology and sustainable aviation fuel commercial project development. The company was formerly known as Methanotech, Inc. and changed its name to Gevo, Inc. in March 2006. Gevo, Inc. was founded in 2005 and is headquartered in Englewood, Colorado.",0.09263707686092212,0.24,
BBBY,quote_summary,Bed Bath & Beyond Inc.,3139346944.0,9176121344.0,1000590976.0,336.034,-0.262,0.03715,1.7667529999999998,USD,15.16,101060000,1532069632.0,Specialty Retail,Consumer Cyclical,United States,"Bed Bath & Beyond Inc., together with its subsidiaries, operates a chain of retail stores. It operates through two segments, North American Retail and Institutional Sales. The company sells a range of domestics merchandise, including bed linens and related items, bath items, and kitchen textiles; and home furnishings, such as kitchen and tabletop items, fine tabletop, basic housewares, general home furnishings, consumables, and various juvenile products. As of February 27, 2021, the company had 1,020 stores, including 834 Bed Bath & Beyond stores in 50 states, the District of Columbia, Puerto Rico, and Canada; 132 buybuy BABY stores; and 54 stores under the names Harmon, Harmon Face Values or Face Values. It also offers products through various Websites and applications, such as bedbathandbeyond.com, bedbathandbeyond.ca, harmondiscount.com, facevalues.com, buybuybaby.com, buybuybaby.ca and decorist.com. In addition, it operates Decorist, an online interior design platform that provides personalized home design services. The company was incorporated in 1971 and is headquartered in Union, New Jersey.",2.049088943758922,0.24,0.6908644864994702
ATEX,quote_summary,Anterix Inc.,6335000.0,781000.0,100866000.0,3.12,-0.266,-59.93342,0.45974,USD,59.57,18366400,1094086400.0,Telecom Services,Communication Services,United States,"Anterix Inc. operates as a wireless communications company. The company focuses on commercializing its spectrum assets to enable the targeted utility and critical infrastructure customers to deploy private broadband networks, technologies, and solutions. It holds licensed spectrum in the 900 MHz band with nationwide coverage throughout the United States, Alaska, Hawaii, and Puerto Rico. The company was formerly known as pdvWireless, Inc. and changed its name to Anterix Inc. in August 2019. Anterix Inc. was incorporated in 1997 and is headquartered in Woodland Park, New Jersey.",0.005790219127118297,0.24,0.4577257473930773
INSG,quote_summary,Inseego Corp.,166871008.0,275569984.0,58114000.0,,-0.266,-0.15496,1.5911680000000001,USD,5.89,105126000,619192128.0,Communication Equipment,Technology,United States,"Inseego Corp. engages in the design and development of fixed and mobile wireless solutions, industrial Internet of Things (IIoT), and cloud solutions for large enterprise verticals, service providers, small and medium-sized businesses, governments, and consumers worldwide. The company provides wireless 4G and 5G hardware products for vertical markets, including private LTE/5G networks, First responders network authority/Firstnet, SD-WAN, telematics, remote monitoring and surveillance, and fixed wireless access and mobile broadband devices. Its products include 4G and 5G fixed wireless routers and gateways, mobile hotspots, and wireless gateways and routers for IIoT applications; and Gb speed 4G LTE hotspots and USB modems, integrated telematics, and mobile tracking hardware devices, which are supported by applications software and cloud services designed to enable customers to analyze data insights and configure/manage their hardware remotely. The company also sells software-as-a-service (SaaS), software, and services solutions in various mobile and IIoT vertical markets comprising fleet management, vehicle telematics, stolen vehicle recovery, asset tracking, monitoring, business connectivity, and subscription management. Its SaaS delivery platforms include Ctrack platforms, which provide fleet, vehicle, aviation, asset, and other telematics applications; and Inseego Subscribe, a hosted SaaS platform that helps organizations in managing the selection, deployment, and spend of their customers wireless assets by helping them to save money on personnel and telecom expenses. Inseego Corp. was founded in 1996 and is based in San Diego, California.",0.269497948139289,0.24,1.3206703569595701
RDUS,quote_summary,"Radius Health, Inc.",339417984.0,227650000.0,109559000.0,,-0.27,-0.24936001,1.224415,USD,6.93,47342200,328081440.0,Drug Manufacturers—Specialty & Generic,Healthcare,United States,"Radius Health, Inc., a biopharmaceutical company, develops and commercializes endocrine and other therapeutics. The company's commercial product is TYMLOS, an abaloparatide injection for the treatment of postmenopausal women with osteoporosis. It is also developing abaloparatide-SC, which is in Phase III clinical trials for the treatment of osteoporosis in men; abaloparatide-TD, a short-wear-time transdermal patch that is in Phase III clinical trials to treat postmenopausal women with osteoporosis; Elacestrant (RAD1901), a selective estrogen receptor degrader, which is in Phase III clinical trials for the treatment of hormone receptor-positive breast cancer; and RAD011, which is in Phase II clinical trials for treatment of hyperphagia related to Prader-Willi syndrome. The company has collaborations and license agreements with 3M Company; Ipsen Pharma SAS; Teijin Limited; Berlin-Chemie AG; Eisai Co. Ltd.; and Duke University. Radius Health, Inc. was founded in 2003 and is headquartered in Boston, Massachusetts.",1.0345540546274121,0.24,0.685462507507731
CHRS,quote_summary,"Coherus BioSciences, Inc.",418769984.0,363599008.0,468707008.0,320.258,-0.273,-0.54889,0.961558,USD,16.41,76785400,1260048384.0,Biotechnology,Healthcare,United States,"Coherus BioSciences, Inc., a biopharmaceutical company, focuses on the biosimilar and immuno-oncology market primarily in the United States. The company markets UDENYCA, a biosimilar to Neulasta, a long-acting granulocyte stimulating colony factor in the United States. Its product candidate pipeline includes biosimilars of Humira, Avastin, and Lucentis. The company also develops Toripalimab, a novel anti-PD-1 antibody for second-line treatment of melanoma in China; Bevacizumab biosimilar; CHS-1420, an anti-TNF product candidate, as an adalimumab biosimilar; Ranibizumab biosimilar; and CHS-131, a once-daily oral drug candidate for non-alcoholic steatohepatitis and other metabolic conditions. Coherus BioSciences, Inc. has license agreements with Selexis SA; AbbVie, Inc.; Pfizer, Inc.; Bioeq AG; Innovent Biologics (Suzhou) Co., Ltd.; and Junshi Biosciences. The company was formerly known as BioGenerics, Inc. and changed its name to Coherus BioSciences, Inc. in April 2012. Coherus BioSciences, Inc. was founded in 2010 and is headquartered in Redwood City, California.",0.3323443681349938,0.24,0.7676608917515523
TBPH,quote_summary,"Theravance Biopharma, Inc.",671235968.0,59095000.0,216212992.0,,-0.27699999999999997,-4.6761303,0.771948,USD,12.28,73698400,905016320.0,Biotechnology,Healthcare,Cayman Islands,"Theravance Biopharma, Inc., a diversified biopharmaceutical company, discovers, develops, and commercializes organ-selective medicines in the United States, Europe, and Asia. The company offers YUPELRI, a once-daily, nebulized long-acting muscarinic antagonist used for the treatment of chronic obstructive pulmonary disease (COPD). Its product portfolio also include Izencitinib, a gut-selective pan-janus kinase (JAK) inhibitor that is in Phase IIb/III clinical trials for the treatment of rheumatoid arthritis, myelofibrosis, and ulcerative colitis, as well as for a range of inflammatory intestinal diseases, including ulcerative colitis and Crohn's disease. In addition, the company's product portfolio also comprise Ampreloxetine, an investigational norepinephrine reuptake inhibitor that has completed Phase III study for neurogenic orthostatic hypotension; TD-8236, an investigational, inhaled lung-selective pan-JAK inhibitor, which is Phase II clinical study for treatment of a range of inflammatory diseases; and TD-5202, an investigational, orally administered, gut-selective, irreversible JAK3 inhibitor that is in Phase I clinical study for treatment of inflammatory intestinal diseases. Further, it offers TRELEGY for the treatment of COPD; Velusetrag, an oral and investigational medicine for gastrointestinal motility disorders; and Selective 5-HT4 Agonist for treatment of gastrointestinal motility disorders. It has a licensing and collaboration agreements with Pfizer Inc., Viatris Inc., Janssen Biotech, Inc., Alfasigma S.p.A, and Takeda Pharmaceutical Company Limited. The company was incorporated in 2013 and is based in George Town, the Cayman Islands.",0.7416838273148488,0.24,0.49367398942108714
FLDM,quote_summary,Fluidigm Corporation,105087000.0,136924000.0,29309000.0,105.788,-0.285,-0.5339,1.216623,USD,3.72,76485600,284526432.0,Diagnostics & Research,Healthcare,United States,"Fluidigm Corporation creates, manufactures, and markets technologies and life sciences tools worldwide. It offers analytical systems comprising Helios, a CyTOF system, Hyperion imaging system, Hyperion tissue imager, and flow conductor; and assays and reagents, including Maxpar reagents and Maxpar human immune monitoring panel kit and workflow., as well as Maxpar direct immune profiling assays and IMC panel kits for immuno-oncology. The company also provides preparatory instruments, such as access array and Juno systems; and analytical instruments comprising Biomark HD system and EP1 system. In addition, it offers integrated fluidic circuits (IFCs), such as library preparation IFCs, Juno genotyping IFC, dynamic array IFCs, digital array IFCs, and Flex Six IFC; and assays and reagents, including Advanta RNA-Seq NGS library prep kits, delta gene and SNP type assays, access array target-specific primers and targeted sequencing prep primers, and targeted DNA Seq library assays. Further, the company offers single cell microfluidics that comprise C1 system, Polaris system, C1 IFCs, and Polaris IFC. Fluidigm Corporation sells its products to academic research institutions; translational research and medicine centers; cancer centers; clinical research laboratories; biopharmaceutical, biotechnology, and plant and animal research companies; and contract research organizations. Fluidigm Corporation has a collaboration agreement with the Karolinska Institutet for research applications and product development utilizing CyTOF XT. The company was formerly known as Mycometrix Corporation and changed its name to Fluidigm Corporation in April 2001. Fluidigm Corporation was founded in 1999 and is headquartered in South San Francisco, California.",0.3693400267290457,0.24,0.9499683771778519
TRUE,quote_summary,"TrueCar, Inc.",32868000.0,249796992.0,250664992.0,9.613,-0.28800000000000003,-0.10057,1.0488309999999998,USD,3.45,95922096,330931232.0,Internet Content & Information,Communication Services,United States,"TrueCar, Inc. operates as an internet-based information, technology, and communication services company in the United States. It operates its platform on the TrueCar website and mobile applications. Its platform enables users to obtain market-based pricing data on new and used cars, and to connect with its network of TrueCar certified dealers. The company also offers forecast and consulting services regarding determination of the residual value of an automobile at given future points in time, which are used to underwrite automotive loans and leases, and by financial institutions to measure exposure and risk across loan, lease, and fleet portfolios. In addition, it provides accurate, geographically specific, and real-time pricing information for consumers and dealers; TrueCar Trade, which gives consumers information on the value of their trade-in vehicles and enables them to obtain a guaranteed trade-in price before setting foot in the dealership; DealerSync, a dealer website creation and management service and a software platform that assists dealers in managing, marketing, and growing their business; and DealerScience that provides dealers with advanced digital retailing software tools. Further, the company customizes and operates its platform for financial institutions, membership-based organizations, and large enterprises. The company was formerly known as Zag.com Inc. TrueCar, Inc. was incorporated in 2005 and is headquartered in Santa Monica, California.",0.09931972815427707,0.24,0.9752185821989969
NYMT,quote_summary,"New York Mortgage Trust, Inc.",2439034112.0,320190016.0,408784992.0,103.243,-0.29100000000000004,0.73907995,1.900259,USD,3.82,379286016,1448872576.0,REIT—Mortgage,Real Estate,United States,"New York Mortgage Trust, Inc. acquires, invests in, finances, and manages mortgage-related single-family and multi-family residential assets in the United States. Its targeted investments include residential loans, second mortgages, and business purpose loans; structured multi-family property investments, such as preferred equity in, and mezzanine loans to owners of multi-family properties, as well as joint venture equity investments in multi-family properties; non-agency residential mortgage-backed securities (RMBS); agency RMBS; commercial mortgage-backed securities (CMBS); and other mortgage, residential housing, and credit-related assets. The company qualifies as a real estate investment trust for federal income tax purposes. It generally would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders. The company was incorporated in 2003 and is headquartered in New York, New York.",1.6834013925045124,0.24,0.833671780499598
GRPN,quote_summary,"Groupon, Inc.",422239008.0,1086999040.0,476782016.0,282.44,-0.29600000000000004,0.03687,2.5381810000000002,USD,26.83,29560400,793105536.0,Internet Content & Information,Communication Services,United States,"Groupon, Inc. operates a marketplace that connects consumers to merchants. It operates in two segments, North America and International. The company sells goods or services on behalf of third-party merchants; and first-party goods inventory. It serves customers through its mobile applications and websites. The company was formerly known as ThePoint.com, Inc. and changed its name to Groupon, Inc. in October 2008. Groupon, Inc. was founded in 2008 and is headquartered in Chicago, Illinois.",0.5323869130072495,0.24,1.8070309014627643
SRG,quote_summary,Seritage Growth Properties,1619838976.0,104625000.0,153378000.0,215.493,-0.297,-0.59349996,2.117922,USD,13.33,43631300,581605248.0,REIT—Retail,Real Estate,United States,"Seritage Growth Properties is a publicly-traded, self-administered and self-managed REIT with 166 wholly-owned properties and 29 unconsolidated properties totaling approximately 30.4 million square feet of space across 44 states and Puerto Rico. The Company was formed to unlock the underlying real estate value of a high-quality retail portfolio it acquired from Sears Holdings in July 2015. The Company's mission is to create and own revitalized shopping, dining, entertainment and mixed-use destinations that provide enriched experiences for consumers and local communities, and create long-term value for our shareholders.",2.785117537316307,0.24,0.679542224734405
GPMT,quote_summary,Granite Point Mortgage Trust In,2927102976.0,123636000.0,154916000.0,313.651,-0.299,0.7054199999999999,1.509477,USD,12.0,53789500,645473984.0,REIT—Mortgage,Real Estate,United States,"Granite Point Mortgage Trust Inc. originates, invests in, and manages senior floating-rate commercial mortgage loans, and other debt and debt-like commercial real estate investments in the United States. As of December 31, 2020, its investment portfolio includes 103 commercial real estate loan investments. The company intends to qualify as a real estate investment trust for federal income tax purposes. Granite Point Mortgage Trust Inc. was founded in 2015 and is headquartered in New York, New York.",4.534811702031355,0.24,0.3394786087304099
EFC,quote_summary,Ellington Financial Inc.,3169000960.0,180652992.0,157655008.0,289.335,-0.314,0.76588994,2.071688,USD,17.44,57427700,1001539136.0,REIT—Mortgage,Real Estate,United States,"Ellington Financial Inc., through its subsidiary, Ellington Financial Operating Partnership LLC, acquires and manages mortgage-related, consumer-related, corporate-related, and other financial assets in the United States. The company acquires and manages residential mortgage-backed securities (RMBS) backed by prime jumbo, Alt-A, manufactured housing, and subprime residential mortgage loans; RMBS for which the principal and interest payments are guaranteed by the U.S. government agency or the U.S. government-sponsored entity; residential mortgage loans; commercial mortgage-backed securities; and commercial mortgage loans and other commercial real estate debt. It also provides collateralized loan obligations; mortgage-related and non-mortgage-related derivatives; corporate debt and equity securities; corporate loans; and other strategic investments. In addition, the company offers consumer loans and asset-backed securities backed by consumer and commercial assets. Ellington Financial LLC was incorporated in 2007 and is based in Old Greenwich, Connecticut.",3.164130932173578,0.24,0.6084718066851356
AHH,quote_summary,"Armada Hoffler Properties, Inc.",1055518976.0,312663008.0,28399000.0,138.02,-0.317,0.12708999,0.8041550000000001,USD,15.43,61505400,949028352.0,REIT—Diversified,Real Estate,United States,"Armada Hoffler Properties, Inc. (NYSE: AHH) is a vertically-integrated, self-managed real estate investment trust (""REIT"") with four decades of experience developing, building, acquiring, and managing high-quality, institutional-grade office, retail, and multifamily properties located primarily in the Mid-Atlantic and Southeastern United States. In addition to developing and building properties for its own account, the Company also provides development and general contracting construction services to third-party clients. Founded in 1979 by Daniel A. Hoffler, the Company has elected to be taxed as a REIT for U.S. federal income tax purposes.",1.112210160819305,0.24,0.4357902979779029
BLBD,quote_summary,Blue Bird Corporation,223975008.0,683995008.0,11709000.0,,-0.317,0.0171,1.204675,USD,15.8,31967900,505092832.0,Auto Manufacturers,Consumer Cyclical,United States,"Blue Bird Corporation designs, engineers, manufactures, and sells school buses and related parts in the United States, Canada, and internationally. It operates through two segments, Bus and Parts. The company offers Type C, Type D, and specialty buses; and alternative fuel applications through its propane powered, gasoline powered, compressed natural gas powered, and electric powered school buses. Blue Bird Corporation sells its products through a network of dealers, as well as directly to fleet operators, the United States government, and state governments; and maintains a parts distribution center. Blue Bird Corporation was formerly known as Hennessy Capital Acquisition Corp. The company was founded in 1927 and is headquartered in Macon, Georgia.",0.44343335286136076,0.24,0.9010221219804446
RKT,quote_summary,"Rocket Companies, Inc.",24603066368.0,15375268864.0,3027924992.0,267.83799999999997,-0.32,0.56539,,USD,14.73,138400000,29272928256.0,Mortgage Finance,Financial Services,United States,"Rocket Companies, Inc. engages in the tech-driven real estate, mortgage, and eCommerce businesses in the United States and Canada. It operates in two segments, Direct to Consumer and Partner Network. The company's solutions include Rocket Mortgage, a mortgage lender; Amrock that provides title insurance, property valuation, and settlement services; Rocket Homes, a home search platform and real estate agent referral network, which offers technology-enabled services to support the home buying and selling experience; Rocket Auto, an automotive retail marketplace that provides centralized and virtual car sales support to national car rental and online car purchasing platforms; and Rocket Loans, an online-based personal loans business. Its solutions also include Core Digital Media, a digital social and display advertiser in the mortgage, insurance, and education sectors; Nexsys, a fintech company, which offers a suite of essential tech solutions for mortgage origination and closing processes through digitization and automation; Lendesk, a technology services company that provides a point of sale system for mortgage professionals and a loan origination system for private lenders; and Edison Financial, a digital mortgage startup. In addition, the company originates, closes, sells, and services agency-conforming loans. Rocket Companies, Inc. was founded in in 1985 and is headquartered in Detroit, Michigan. Rocket Companies, Inc. is a subsidiary of Rock Holdings, Inc.",0.8404716519249205,0.24,
AEL,quote_summary,American Equity Investment Life,574443008.0,3609908992.0,12684792832.0,9.011000000000001,-0.321,0.14662999999999998,1.1750639999999999,USD,40.05,92513504,3705165824.0,Insurance—Life,Financial Services,United States,"American Equity Investment Life Holding Company, through its subsidiaries, provides life insurance products in the United States. The company issues fixed index and rate annuities; and single premium immediate annuities. It markets its products through independent agents, including independent marketing organizations, broker/dealers, banks, and registered investment advisors. The company was founded in 1995 and is headquartered in West Des Moines, Iowa.",0.15503840726346935,0.24,1.0512017497989365
EHTH,quote_summary,"eHealth, Inc.",42708000.0,588001024.0,227742000.0,4.258,-0.322,-0.02332,-0.14909,USD,26.85,26388100,708520512.0,Insurance Brokers,Financial Services,United States,"eHealth, Inc. provides private health insurance exchange services to individuals, families, and small businesses in the United States and China. Its ecommerce platforms organize and present health insurance information in various formats that enable individuals, families, and small businesses to research, analyze, compare, and purchase a range of health insurance plans. The company operates through two segments, Medicare; and Individual, Family and Small Business. It operates a marketplace that offers consumers a choice of insurance products that include Medicare Advantage, Medicare Supplement, Medicare Part D prescription drug, individual and family, small business, and other ancillary health insurance products from health insurance carriers. The company markets health insurance plans through its websites, such as eHealth.com, eHealthInsurance.com, eHealthMedicare.com, Medicare.com, PlanPrescriber.com, and GoMedigap.com, as well as through a network of marketing partners. The company also licenses its health insurance ecommerce technology that enables health insurance carriers to market and distribute health insurance plans online; and provides online sponsorship and advertising, and lead referral services. eHealth, Inc. was incorporated in 1997 and is headquartered in Santa Clara, California.",0.060277718536961705,0.24,
STNG,quote_summary,Scorpio Tankers Inc.,3109897984.0,531113984.0,192420000.0,165.06400000000002,-0.327,-0.19971001,0.8467530000000001,USD,13.95,58369500,814254528.0,Oil & Gas Midstream,Energy,Monaco,"Scorpio Tankers Inc., together with its subsidiaries, engages in the seaborne transportation of refined petroleum products in the shipping markets worldwide. As of March 30, 2021, it owned, finance leased, or bareboat chartered 131 product tankers, which included 42 LR2, 12 LR1, 63 MR, and 14 Handymax tankers with a weighted average age of approximately 5.2 years. The company was incorporated in 2009 and is based in Monaco.",3.819319238713524,0.24,0.21696691279789815
